Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DHI Units,DNI Units,GHI Units,Temperature Units,Wind Speed Units
NSRDB,20013,Jodhpur,Rajasthan,India,26.35,73.05,5.5,0,5.5,w/m2,w/m2,w/m2,c,m/s
,,,,,,,,,,,,,,
Hour,GHI,DHI,Temperature,Wind Speed,,,,,,,,,,
625,0,0,14,0.4,,,,,,,,,,
626,0,0,13,0.4,,,,,,,,,,
627,0,0,13,0.4,,,,,,,,,,
628,0,0,12,0.3,,,,,,,,,,
629,0,0,11,0.3,,,,,,,,,,
630,0,0,11,0.3,,,,,,,,,,
631,0,0,10,0.3,,,,,,,,,,
632,0,0,12,0.2,,,,,,,,,,
633,109,96,15,0.2,,,,,,,,,,
634,254,195,20,0.2,,,,,,,,,,
635,537,201,22,0.3,,,,,,,,,,
636,681,165,24,0.3,,,,,,,,,,
637,744,149,24,0.3,,,,,,,,,,
638,717,180,25,0.3,,,,,,,,,,
639,653,141,24,0.3,,,,,,,,,,
640,508,128,23,0.3,,,,,,,,,,
641,318,118,21,0.3,,,,,,,,,,
642,93,64,18,0.3,,,,,,,,,,
643,0,0,16,0.3,,,,,,,,,,
644,0,0,15,0.3,,,,,,,,,,
645,0,0,15,0.3,,,,,,,,,,
646,0,0,14,0.3,,,,,,,,,,
647,0,0,13,0.2,,,,,,,,,,
648,0,0,13,0.2,,,,,,,,,,
649,0,0,12,0.2,,,,,,,,,,
650,0,0,11,0.2,,,,,,,,,,
651,0,0,11,0.2,,,,,,,,,,
652,0,0,11,0.2,,,,,,,,,,
653,0,0,10,0.2,,,,,,,,,,
654,0,0,10,0.3,,,,,,,,,,
655,0,0,10,0.3,,,,,,,,,,
656,0,0,12,0.3,,,,,,,,,,
657,174,82,15,0.3,,,,,,,,,,
658,391,125,19,0.3,,,,,,,,,,
659,562,134,22,0.3,,,,,,,,,,
660,686,145,23,0.3,,,,,,,,,,
661,742,154,24,0.3,,,,,,,,,,
662,724,160,25,0.3,,,,,,,,,,
663,642,153,24,0.3,,,,,,,,,,
664,512,128,23,0.3,,,,,,,,,,
665,322,142,21,0.3,,,,,,,,,,
666,91,72,18,0.3,,,,,,,,,,
667,0,0,16,0.3,,,,,,,,,,
668,0,0,15,0.3,,,,,,,,,,
669,0,0,14,0.2,,,,,,,,,,
670,0,0,14,0.2,,,,,,,,,,
671,0,0,13,0.2,,,,,,,,,,
672,0,0,12,0.2,,,,,,,,,,
673,0,0,12,0.2,,,,,,,,,,
674,0,0,11,0.2,,,,,,,,,,
675,0,0,11,0.1,,,,,,,,,,
676,0,0,11,0.1,,,,,,,,,,
677,0,0,10,0.1,,,,,,,,,,
678,0,0,10,0.1,,,,,,,,,,
679,0,0,9,0.1,,,,,,,,,,
680,0,0,11,0.1,,,,,,,,,,
681,172,82,15,0.1,,,,,,,,,,
682,386,119,19,0.1,,,,,,,,,,
683,577,149,24,0.1,,,,,,,,,,
684,708,163,26,0.1,,,,,,,,,,
685,740,158,28,0.1,,,,,,,,,,
686,722,166,28,0.1,,,,,,,,,,
687,650,150,28,0.1,,,,,,,,,,
688,526,143,27,0.1,,,,,,,,,,
689,325,142,24,0.1,,,,,,,,,,
690,95,66,20,0.2,,,,,,,,,,
691,0,0,19,0.2,,,,,,,,,,
692,0,0,18,0.2,,,,,,,,,,
693,0,0,18,0.2,,,,,,,,,,
694,0,0,17,0.2,,,,,,,,,,
695,0,0,16,0.1,,,,,,,,,,
696,0,0,16,0.1,,,,,,,,,,
697,0,0,15,0.1,,,,,,,,,,
698,0,0,14,0.1,,,,,,,,,,
699,0,0,14,0.1,,,,,,,,,,
700,0,0,13,0,,,,,,,,,,
701,0,0,13,0,,,,,,,,,,
702,0,0,12,0,,,,,,,,,,
703,0,0,12,0,,,,,,,,,,
704,0,0,14,0,,,,,,,,,,
705,179,82,18,0.1,,,,,,,,,,
706,396,125,22,0.1,,,,,,,,,,
707,583,150,27,0.1,,,,,,,,,,
708,715,164,29,0.2,,,,,,,,,,
709,754,150,30,0.2,,,,,,,,,,
710,768,169,30,0.2,,,,,,,,,,
711,656,148,30,0.2,,,,,,,,,,
712,519,129,29,0.2,,,,,,,,,,
713,328,121,26,0.2,,,,,,,,,,
714,100,68,22,0.2,,,,,,,,,,
715,0,0,21,0.2,,,,,,,,,,
716,0,0,20,0.2,,,,,,,,,,
717,0,0,19,0.2,,,,,,,,,,
718,0,0,18,0.2,,,,,,,,,,
719,0,0,18,0.2,,,,,,,,,,
720,0,0,17,0.3,,,,,,,,,,
721,0,0,16,0.3,,,,,,,,,,
722,0,0,16,0.3,,,,,,,,,,
723,0,0,15,0.4,,,,,,,,,,
724,0,0,14,0.4,,,,,,,,,,
725,0,0,13,0.4,,,,,,,,,,
726,0,0,13,0.4,,,,,,,,,,
727,0,0,12,0.3,,,,,,,,,,
728,0,0,14,0.3,,,,,,,,,,
729,162,88,17,0.3,,,,,,,,,,
730,375,139,21,0.4,,,,,,,,,,
731,562,152,24,0.5,,,,,,,,,,
732,672,170,26,0.5,,,,,,,,,,
733,735,175,27,0.5,,,,,,,,,,
734,716,183,28,0.5,,,,,,,,,,
735,653,169,28,0.5,,,,,,,,,,
736,499,173,27,0.4,,,,,,,,,,
737,283,146,25,0.4,,,,,,,,,,
738,104,73,23,0.3,,,,,,,,,,
739,0,0,21,0.3,,,,,,,,,,
740,0,0,20,0.3,,,,,,,,,,
741,0,0,19,0.3,,,,,,,,,,
742,0,0,18,0.4,,,,,,,,,,
743,0,0,16,0.4,,,,,,,,,,
744,0,0,15,0.3,,,,,,,,,,
745,0,0,14,0.3,,,,,,,,,,
746,0,0,13,0.3,,,,,,,,,,
747,0,0,13,0.3,,,,,,,,,,
748,0,0,12,0.3,,,,,,,,,,
749,0,0,11,0.2,,,,,,,,,,
750,0,0,13,0.2,,,,,,,,,,
751,0,0,13,0.2,,,,,,,,,,
752,1,1,15,0.2,,,,,,,,,,
753,124,99,18,0.2,,,,,,,,,,
754,385,174,22,0.1,,,,,,,,,,
755,562,161,27,0,,,,,,,,,,
756,687,178,29,0,,,,,,,,,,
757,748,186,30,0,,,,,,,,,,
758,755,190,30,0.1,,,,,,,,,,
759,672,181,29,0.1,,,,,,,,,,
760,523,162,27,0.1,,,,,,,,,,
761,327,159,25,0.1,,,,,,,,,,
762,100,75,22,0.2,,,,,,,,,,
763,0,0,20,0.2,,,,,,,,,,
764,0,0,19,0.2,,,,,,,,,,
765,0,0,19,0.3,,,,,,,,,,
766,0,0,18,0.3,,,,,,,,,,
767,0,0,17,0.3,,,,,,,,,,
768,0,0,16,0.3,,,,,,,,,,
769,0,0,15,0.3,,,,,,,,,,
770,0,0,15,0.3,,,,,,,,,,
771,0,0,14,0.3,,,,,,,,,,
772,0,0,13,0.3,,,,,,,,,,
773,0,0,13,0.3,,,,,,,,,,
774,0,0,12,0.3,,,,,,,,,,
775,0,0,12,0.3,,,,,,,,,,
776,1,1,14,0.3,,,,,,,,,,
777,174,92,17,0.2,,,,,,,,,,
778,384,140,22,0.2,,,,,,,,,,
779,566,167,26,0.2,,,,,,,,,,
780,684,185,29,0.2,,,,,,,,,,
781,744,194,30,0.2,,,,,,,,,,
782,733,194,30,0.1,,,,,,,,,,
783,663,179,30,0.1,,,,,,,,,,
784,511,169,29,0.1,,,,,,,,,,
785,323,164,26,0.1,,,,,,,,,,
786,97,80,23,0.2,,,,,,,,,,
787,0,0,22,0.3,,,,,,,,,,
788,0,0,21,0.4,,,,,,,,,,
789,0,0,20,0.4,,,,,,,,,,
790,0,0,19,0.4,,,,,,,,,,
791,0,0,18,0.4,,,,,,,,,,
792,0,0,17,0.4,,,,,,,,,,
793,0,0,16,0.4,,,,,,,,,,
794,0,0,15,0.4,,,,,,,,,,
795,0,0,15,0.3,,,,,,,,,,
796,0,0,14,0.3,,,,,,,,,,
797,0,0,14,0.3,,,,,,,,,,
798,0,0,13,0.3,,,,,,,,,,
799,0,0,13,0.3,,,,,,,,,,
800,1,1,14,0.3,,,,,,,,,,
801,110,97,18,0.2,,,,,,,,,,
802,384,139,23,0.3,,,,,,,,,,
803,567,167,27,0.3,,,,,,,,,,
804,697,183,29,0.3,,,,,,,,,,
805,760,190,30,0.2,,,,,,,,,,
806,740,192,30,0.2,,,,,,,,,,
807,656,185,30,0.2,,,,,,,,,,
808,517,162,29,0.2,,,,,,,,,,
809,329,129,27,0.2,,,,,,,,,,
810,101,81,23,0.3,,,,,,,,,,
811,0,0,22,0.4,,,,,,,,,,
812,0,0,21,0.4,,,,,,,,,,
813,0,0,20,0.4,,,,,,,,,,
814,0,0,19,0.4,,,,,,,,,,
815,0,0,18,0.4,,,,,,,,,,
816,0,0,17,0.4,,,,,,,,,,
817,0,0,17,0.3,,,,,,,,,,
818,0,0,16,0.3,,,,,,,,,,
819,0,0,16,0.3,,,,,,,,,,
820,0,0,15,0.3,,,,,,,,,,
821,0,0,15,0.3,,,,,,,,,,
822,0,0,14,0.3,,,,,,,,,,
823,0,0,14,0.3,,,,,,,,,,
824,1,1,15,0.3,,,,,,,,,,
825,176,92,19,0.3,,,,,,,,,,
826,386,140,24,0.3,,,,,,,,,,
827,569,167,28,0.3,,,,,,,,,,
828,698,183,30,0.2,,,,,,,,,,
829,761,190,31,0.2,,,,,,,,,,
830,749,189,32,0.1,,,,,,,,,,
831,666,179,32,0.1,,,,,,,,,,
832,520,160,30,0,,,,,,,,,,
833,327,129,28,0,,,,,,,,,,
834,113,82,25,0.2,,,,,,,,,,
835,0,0,24,0.3,,,,,,,,,,
836,0,0,23,0.3,,,,,,,,,,
837,0,0,22,0.4,,,,,,,,,,
838,0,0,21,0.4,,,,,,,,,,
839,0,0,19,0.4,,,,,,,,,,
840,0,0,18,0.4,,,,,,,,,,
841,0,0,18,0.4,,,,,,,,,,
842,0,0,17,0.3,,,,,,,,,,
843,0,0,16,0.3,,,,,,,,,,
844,0,0,15,0.3,,,,,,,,,,
845,0,0,15,0.3,,,,,,,,,,
846,0,0,14,0.3,,,,,,,,,,
847,0,0,14,0.3,,,,,,,,,,
848,1,1,16,0.3,,,,,,,,,,
849,177,92,19,0.2,,,,,,,,,,
850,386,140,24,0.2,,,,,,,,,,
851,567,167,29,0.2,,,,,,,,,,
852,695,182,32,0.1,,,,,,,,,,
853,733,236,33,0.1,,,,,,,,,,
854,746,188,33,0.1,,,,,,,,,,
855,664,178,33,0.1,,,,,,,,,,
856,519,160,31,0.1,,,,,,,,,,
857,328,129,29,0.1,,,,,,,,,,
858,117,83,26,0.1,,,,,,,,,,
859,0,0,25,0.2,,,,,,,,,,
860,0,0,24,0.2,,,,,,,,,,
861,0,0,23,0.2,,,,,,,,,,
862,0,0,22,0.2,,,,,,,,,,
863,0,0,21,0.2,,,,,,,,,,
864,0,0,20,0.2,,,,,,,,,,
865,0,0,20,0.2,,,,,,,,,,
866,0,0,19,0.2,,,,,,,,,,
867,0,0,19,0.1,,,,,,,,,,
868,0,0,18,0.1,,,,,,,,,,
869,0,0,18,0.1,,,,,,,,,,
870,0,0,18,0.1,,,,,,,,,,
871,0,0,17,0.1,,,,,,,,,,
872,1,1,20,0.1,,,,,,,,,,
873,174,107,23,0.1,,,,,,,,,,
874,388,140,28,0.1,,,,,,,,,,
875,571,167,31,0.1,,,,,,,,,,
876,701,183,33,0.2,,,,,,,,,,
877,765,190,34,0.2,,,,,,,,,,
878,755,189,34,0.2,,,,,,,,,,
879,674,180,33,0.1,,,,,,,,,,
880,529,162,32,0.1,,,,,,,,,,
881,336,130,29,0.1,,,,,,,,,,
882,121,84,26,0.1,,,,,,,,,,
883,0,0,25,0.1,,,,,,,,,,
884,0,0,24,0.2,,,,,,,,,,
885,0,0,23,0.2,,,,,,,,,,
886,0,0,22,0.2,,,,,,,,,,
887,0,0,21,0.2,,,,,,,,,,
888,0,0,21,0.2,,,,,,,,,,
889,0,0,20,0.2,,,,,,,,,,
890,0,0,19,0.2,,,,,,,,,,
891,0,0,19,0.2,,,,,,,,,,
892,0,0,18,0.2,,,,,,,,,,
893,0,0,18,0.1,,,,,,,,,,
894,0,0,17,0.1,,,,,,,,,,
895,0,0,17,0.1,,,,,,,,,,
896,2,2,19,0.1,,,,,,,,,,
897,177,101,23,0.1,,,,,,,,,,
898,353,183,28,0.1,,,,,,,,,,
899,568,205,32,0.1,,,,,,,,,,
900,686,221,33,0.2,,,,,,,,,,
901,768,190,34,0.2,,,,,,,,,,
902,757,189,34,0.2,,,,,,,,,,
903,675,180,33,0.2,,,,,,,,,,
904,471,252,32,0.3,,,,,,,,,,
905,335,130,30,0.3,,,,,,,,,,
906,126,75,27,0.2,,,,,,,,,,
907,0,0,26,0.3,,,,,,,,,,
908,0,0,25,0.3,,,,,,,,,,
909,0,0,24,0.3,,,,,,,,,,
910,0,0,23,0.3,,,,,,,,,,
911,0,0,22,0.2,,,,,,,,,,
912,0,0,21,0.2,,,,,,,,,,
913,0,0,21,0.2,,,,,,,,,,
914,0,0,20,0.1,,,,,,,,,,
915,0,0,20,0.1,,,,,,,,,,
916,0,0,20,0,,,,,,,,,,
917,0,0,20,0,,,,,,,,,,
918,0,0,20,0,,,,,,,,,,
919,0,0,19,0,,,,,,,,,,
920,3,3,20,0,,,,,,,,,,
921,106,98,22,0.1,,,,,,,,,,
922,137,137,24,0.1,,,,,,,,,,
923,411,292,26,0.1,,,,,,,,,,
924,490,356,28,0.2,,,,,,,,,,
925,301,289,29,0.3,,,,,,,,,,
926,336,321,29,0.3,,,,,,,,,,
927,229,224,28,0.4,,,,,,,,,,
928,172,171,27,0.4,,,,,,,,,,
929,120,120,26,0.4,,,,,,,,,,
930,34,34,25,0.4,,,,,,,,,,
931,0,0,24,0.4,,,,,,,,,,
932,0,0,23,0.4,,,,,,,,,,
933,0,0,22,0.5,,,,,,,,,,
934,0,0,21,0.5,,,,,,,,,,
935,0,0,21,0.4,,,,,,,,,,
936,0,0,20,0.4,,,,,,,,,,
937,0,0,19,0.4,,,,,,,,,,
938,0,0,18,0.4,,,,,,,,,,
939,0,0,18,0.4,,,,,,,,,,
940,0,0,17,0.4,,,,,,,,,,
941,0,0,16,0.3,,,,,,,,,,
942,0,0,15,0.3,,,,,,,,,,
943,0,0,15,0.2,,,,,,,,,,
944,2,2,15,0.2,,,,,,,,,,
945,32,32,18,0.2,,,,,,,,,,
946,70,70,21,0.2,,,,,,,,,,
947,124,124,23,0.2,,,,,,,,,,
948,697,358,25,0.3,,,,,,,,,,
949,777,210,26,0.3,,,,,,,,,,
950,748,217,26,0.3,,,,,,,,,,
951,664,208,25,0.3,,,,,,,,,,
952,534,171,24,0.3,,,,,,,,,,
953,343,151,22,0.3,,,,,,,,,,
954,118,87,19,0.3,,,,,,,,,,
955,0,0,17,0.3,,,,,,,,,,
956,0,0,16,0.3,,,,,,,,,,
957,0,0,15,0.3,,,,,,,,,,
958,0,0,14,0.3,,,,,,,,,,
959,0,0,13,0.3,,,,,,,,,,
960,0,0,12,0.3,,,,,,,,,,
961,0,0,11,0.3,,,,,,,,,,
962,0,0,11,0.3,,,,,,,,,,
963,0,0,10,0.3,,,,,,,,,,
964,0,0,10,0.3,,,,,,,,,,
965,0,0,9,0.3,,,,,,,,,,
966,0,0,9,0.3,,,,,,,,,,
967,0,0,8,0.3,,,,,,,,,,
968,3,3,11,0.3,,,,,,,,,,
969,193,100,14,0.2,,,,,,,,,,
970,402,150,19,0.3,,,,,,,,,,
971,583,176,22,0.3,,,,,,,,,,
972,702,205,24,0.2,,,,,,,,,,
973,774,202,26,0.2,,,,,,,,,,
974,754,213,27,0.2,,,,,,,,,,
975,682,192,26,0.2,,,,,,,,,,
976,540,170,25,0.2,,,,,,,,,,
977,358,144,23,0.2,,,,,,,,,,
978,122,88,19,0.3,,,,,,,,,,
979,0,0,17,0.4,,,,,,,,,,
980,0,0,16,0.4,,,,,,,,,,
981,0,0,15,0.4,,,,,,,,,,
982,0,0,14,0.4,,,,,,,,,,
983,0,0,13,0.4,,,,,,,,,,
984,0,0,12,0.4,,,,,,,,,,
985,0,0,11,0.4,,,,,,,,,,
986,0,0,11,0.4,,,,,,,,,,
987,0,0,10,0.4,,,,,,,,,,
988,0,0,10,0.4,,,,,,,,,,
989,0,0,9,0.4,,,,,,,,,,
990,0,0,9,0.4,,,,,,,,,,
991,0,0,8,0.4,,,,,,,,,,
992,7,7,10,0.3,,,,,,,,,,
993,191,103,14,0.3,,,,,,,,,,
994,400,155,19,0.3,,,,,,,,,,
995,581,191,23,0.2,,,,,,,,,,
996,717,193,26,0.2,,,,,,,,,,
997,780,200,28,0.1,,,,,,,,,,
998,782,186,29,0,,,,,,,,,,
999,700,179,28,0,,,,,,,,,,
1000,565,167,27,0.1,,,,,,,,,,
1001,363,168,25,0.1,,,,,,,,,,
1002,119,93,21,0.2,,,,,,,,,,
1003,0,0,20,0.3,,,,,,,,,,
1004,0,0,18,0.4,,,,,,,,,,
1005,0,0,17,0.4,,,,,,,,,,
1006,0,0,16,0.3,,,,,,,,,,
1007,0,0,15,0.3,,,,,,,,,,
1008,0,0,14,0.3,,,,,,,,,,
1009,0,0,14,0.3,,,,,,,,,,
1010,0,0,13,0.3,,,,,,,,,,
1011,0,0,13,0.3,,,,,,,,,,
1012,0,0,12,0.3,,,,,,,,,,
1013,0,0,12,0.3,,,,,,,,,,
1014,0,0,11,0.3,,,,,,,,,,
1015,0,0,11,0.3,,,,,,,,,,
1016,6,6,12,0.2,,,,,,,,,,
1017,200,101,16,0.2,,,,,,,,,,
1018,412,151,21,0.2,,,,,,,,,,
1019,594,175,25,0.2,,,,,,,,,,
1020,731,182,27,0.1,,,,,,,,,,
1021,802,180,28,0.1,,,,,,,,,,
1022,792,179,29,0.1,,,,,,,,,,
1023,710,173,28,0.2,,,,,,,,,,
1024,562,159,27,0.2,,,,,,,,,,
1025,367,145,25,0.2,,,,,,,,,,
1026,130,91,21,0.3,,,,,,,,,,
1027,0,0,19,0.3,,,,,,,,,,
1028,0,0,18,0.3,,,,,,,,,,
1029,0,0,17,0.3,,,,,,,,,,
1030,0,0,16,0.3,,,,,,,,,,
1031,0,0,16,0.3,,,,,,,,,,
1032,0,0,15,0.3,,,,,,,,,,
1033,0,0,15,0.3,,,,,,,,,,
1034,0,0,14,0.3,,,,,,,,,,
1035,0,0,14,0.3,,,,,,,,,,
1036,0,0,13,0.2,,,,,,,,,,
1037,0,0,13,0.2,,,,,,,,,,
1038,0,0,12,0.2,,,,,,,,,,
1039,0,0,12,0.2,,,,,,,,,,
1040,8,8,14,0.1,,,,,,,,,,
1041,199,109,18,0.1,,,,,,,,,,
1042,416,150,23,0.1,,,,,,,,,,
1043,606,178,27,0.1,,,,,,,,,,
1044,739,187,29,0.1,,,,,,,,,,
1045,804,194,30,0.1,,,,,,,,,,
1046,795,193,30,0.1,,,,,,,,,,
1047,712,184,29,0.1,,,,,,,,,,
1048,563,166,28,0.2,,,,,,,,,,
1049,365,136,26,0.2,,,,,,,,,,
1050,143,93,23,0.2,,,,,,,,,,
1051,0,0,21,0.3,,,,,,,,,,
1052,0,0,20,0.3,,,,,,,,,,
1053,0,0,19,0.3,,,,,,,,,,
1054,0,0,18,0.3,,,,,,,,,,
1055,0,0,17,0.3,,,,,,,,,,
1056,0,0,17,0.3,,,,,,,,,,
1057,0,0,16,0.3,,,,,,,,,,
1058,0,0,15,0.3,,,,,,,,,,
1059,0,0,14,0.3,,,,,,,,,,
1060,0,0,14,0.3,,,,,,,,,,
1061,0,0,13,0.3,,,,,,,,,,
1062,0,0,13,0.3,,,,,,,,,,
1063,0,0,13,0.3,,,,,,,,,,
1064,13,13,15,0.2,,,,,,,,,,
1065,208,102,19,0.2,,,,,,,,,,
1066,427,147,23,0.2,,,,,,,,,,
1067,604,173,27,0.1,,,,,,,,,,
1068,734,188,28,0.1,,,,,,,,,,
1069,808,183,29,0.1,,,,,,,,,,
1070,801,180,29,0.1,,,,,,,,,,
1071,718,174,29,0.1,,,,,,,,,,
1072,570,160,27,0.1,,,,,,,,,,
1073,370,148,25,0.1,,,,,,,,,,
1074,139,94,22,0.2,,,,,,,,,,
1075,0,0,20,0.3,,,,,,,,,,
1076,0,0,19,0.3,,,,,,,,,,
1077,0,0,18,0.3,,,,,,,,,,
1078,0,0,17,0.3,,,,,,,,,,
1079,0,0,16,0.3,,,,,,,,,,
1080,0,0,15,0.3,,,,,,,,,,
1081,0,0,15,0.3,,,,,,,,,,
1082,0,0,14,0.2,,,,,,,,,,
1083,0,0,14,0.2,,,,,,,,,,
1084,0,0,13,0.2,,,,,,,,,,
1085,0,0,13,0.2,,,,,,,,,,
1086,0,0,12,0.1,,,,,,,,,,
1087,0,0,12,0.1,,,,,,,,,,
1088,15,15,15,0.1,,,,,,,,,,
1089,207,110,18,0.1,,,,,,,,,,
1090,426,151,23,0,,,,,,,,,,
1091,610,172,27,0,,,,,,,,,,
1092,740,186,29,0,,,,,,,,,,
1093,815,182,30,0,,,,,,,,,,
1094,806,181,30,0,,,,,,,,,,
1095,722,174,29,0.1,,,,,,,,,,
1096,574,160,28,0.1,,,,,,,,,,
1097,377,172,26,0.1,,,,,,,,,,
1098,135,95,22,0.2,,,,,,,,,,
1099,0,0,20,0.2,,,,,,,,,,
1100,0,0,19,0.3,,,,,,,,,,
1101,0,0,19,0.3,,,,,,,,,,
1102,0,0,18,0.3,,,,,,,,,,
1103,0,0,17,0.3,,,,,,,,,,
1104,0,0,16,0.3,,,,,,,,,,
1105,0,0,16,0.3,,,,,,,,,,
1106,0,0,15,0.3,,,,,,,,,,
1107,0,0,14,0.3,,,,,,,,,,
1108,0,0,13,0.2,,,,,,,,,,
1109,0,0,13,0.2,,,,,,,,,,
1110,0,0,12,0.2,,,,,,,,,,
1111,0,0,12,0.1,,,,,,,,,,
1112,14,14,15,0.1,,,,,,,,,,
1113,198,109,19,0.1,,,,,,,,,,
1114,424,170,24,0.1,,,,,,,,,,
1115,615,171,28,0,,,,,,,,,,
1116,746,185,30,0,,,,,,,,,,
1117,812,190,30,0.1,,,,,,,,,,
1118,810,181,30,0.1,,,,,,,,,,
1119,726,174,29,0.2,,,,,,,,,,
1120,578,161,28,0.2,,,,,,,,,,
1121,381,149,26,0.2,,,,,,,,,,
1122,147,96,22,0.3,,,,,,,,,,
1123,0,0,20,0.3,,,,,,,,,,
1124,0,0,19,0.4,,,,,,,,,,
1125,0,0,18,0.4,,,,,,,,,,
1126,0,0,17,0.4,,,,,,,,,,
1127,0,0,15,0.4,,,,,,,,,,
1128,0,0,14,0.4,,,,,,,,,,
1129,0,0,14,0.3,,,,,,,,,,
1130,0,0,13,0.3,,,,,,,,,,
1131,0,0,12,0.4,,,,,,,,,,
1132,0,0,11,0.4,,,,,,,,,,
1133,0,0,11,0.4,,,,,,,,,,
1134,0,0,10,0.3,,,,,,,,,,
1135,0,0,10,0.3,,,,,,,,,,
1136,16,16,12,0.3,,,,,,,,,,
1137,215,106,15,0.2,,,,,,,,,,
1138,429,155,21,0.2,,,,,,,,,,
1139,614,178,24,0.2,,,,,,,,,,
1140,744,193,26,0.2,,,,,,,,,,
1141,809,198,27,0.2,,,,,,,,,,
1142,802,195,27,0.2,,,,,,,,,,
1143,719,187,27,0.2,,,,,,,,,,
1144,573,168,25,0.3,,,,,,,,,,
1145,377,153,23,0.3,,,,,,,,,,
1146,143,97,20,0.3,,,,,,,,,,
1147,0,0,18,0.3,,,,,,,,,,
1148,0,0,17,0.3,,,,,,,,,,
1149,0,0,16,0.3,,,,,,,,,,
1150,0,0,15,0.3,,,,,,,,,,
1151,0,0,14,0.3,,,,,,,,,,
1152,0,0,13,0.3,,,,,,,,,,
1153,0,0,13,0.3,,,,,,,,,,
1154,0,0,12,0.3,,,,,,,,,,
1155,0,0,12,0.3,,,,,,,,,,
1156,0,0,11,0.3,,,,,,,,,,
1157,0,0,11,0.3,,,,,,,,,,
1158,0,0,10,0.3,,,,,,,,,,
1159,0,0,10,0.3,,,,,,,,,,
1160,18,18,13,0.2,,,,,,,,,,
1161,224,104,16,0.2,,,,,,,,,,
1162,440,147,22,0.1,,,,,,,,,,
1163,619,177,26,0.1,,,,,,,,,,
1164,758,182,28,0.1,,,,,,,,,,
1165,825,186,29,0.1,,,,,,,,,,
1166,808,192,29,0.1,,,,,,,,,,
1167,714,196,29,0.1,,,,,,,,,,
1168,579,166,28,0.1,,,,,,,,,,
1169,387,150,25,0.1,,,,,,,,,,
1170,147,98,21,0.2,,,,,,,,,,
1171,0,0,20,0.2,,,,,,,,,,
1172,0,0,19,0.2,,,,,,,,,,
1173,0,0,18,0.2,,,,,,,,,,
1174,0,0,17,0.2,,,,,,,,,,
1175,0,0,17,0.2,,,,,,,,,,
1176,0,0,16,0.2,,,,,,,,,,
1177,0,0,15,0.2,,,,,,,,,,
1178,0,0,15,0.2,,,,,,,,,,
1179,0,0,14,0.2,,,,,,,,,,
1180,0,0,14,0.2,,,,,,,,,,
1181,0,0,13,0.2,,,,,,,,,,
1182,0,0,13,0.2,,,,,,,,,,
1183,0,0,13,0.1,,,,,,,,,,
1184,21,21,16,0.1,,,,,,,,,,
1185,228,107,20,0.1,,,,,,,,,,
1186,439,152,25,0.1,,,,,,,,,,
1187,632,170,29,0.1,,,,,,,,,,
1188,756,191,31,0.1,,,,,,,,,,
1189,831,184,33,0,,,,,,,,,,
1190,815,190,33,0,,,,,,,,,,
1191,732,182,32,0,,,,,,,,,,
1192,589,161,31,0.1,,,,,,,,,,
1193,391,152,29,0.1,,,,,,,,,,
1194,159,92,25,0.2,,,,,,,,,,
1195,0,0,23,0.2,,,,,,,,,,
1196,0,0,22,0.3,,,,,,,,,,
1197,0,0,21,0.3,,,,,,,,,,
1198,0,0,20,0.3,,,,,,,,,,
1199,0,0,19,0.3,,,,,,,,,,
1200,0,0,18,0.3,,,,,,,,,,
1201,0,0,17,0.3,,,,,,,,,,
1202,0,0,16,0.3,,,,,,,,,,
1203,0,0,16,0.3,,,,,,,,,,
1204,0,0,15,0.3,,,,,,,,,,
1205,0,0,15,0.3,,,,,,,,,,
1206,0,0,14,0.3,,,,,,,,,,
1207,0,0,14,0.3,,,,,,,,,,
1208,24,23,16,0.3,,,,,,,,,,
1209,228,108,20,0.2,,,,,,,,,,
1210,451,152,25,0.2,,,,,,,,,,
1211,630,175,30,0.2,,,,,,,,,,
1212,762,188,33,0.1,,,,,,,,,,
1213,838,183,34,0.1,,,,,,,,,,
1214,822,188,35,0,,,,,,,,,,
1215,739,179,34,0,,,,,,,,,,
1216,593,162,33,0.1,,,,,,,,,,
1217,394,153,30,0.1,,,,,,,,,,
1218,155,100,26,0.2,,,,,,,,,,
1219,0,0,24,0.3,,,,,,,,,,
1220,0,0,23,0.3,,,,,,,,,,
1221,0,0,22,0.3,,,,,,,,,,
1222,0,0,21,0.4,,,,,,,,,,
1223,0,0,20,0.4,,,,,,,,,,
1224,0,0,19,0.4,,,,,,,,,,
1225,0,0,18,0.4,,,,,,,,,,
1226,0,0,17,0.3,,,,,,,,,,
1227,0,0,16,0.3,,,,,,,,,,
1228,0,0,15,0.3,,,,,,,,,,
1229,0,0,15,0.3,,,,,,,,,,
1230,0,0,14,0.2,,,,,,,,,,
1231,0,0,14,0.2,,,,,,,,,,
1232,27,26,17,0.2,,,,,,,,,,
1233,193,129,21,0.1,,,,,,,,,,
1234,414,189,26,0.1,,,,,,,,,,
1235,597,224,32,0,,,,,,,,,,
1236,743,232,35,0,,,,,,,,,,
1237,797,243,36,0,,,,,,,,,,
1238,797,225,36,0.1,,,,,,,,,,
1239,723,238,35,0.1,,,,,,,,,,
1240,494,278,34,0.1,,,,,,,,,,
1241,321,187,31,0.1,,,,,,,,,,
1242,143,102,27,0.1,,,,,,,,,,
1243,0,0,25,0.1,,,,,,,,,,
